 Folio, Ejercicio, Mes, Fecha, Dia, Hora, Tipo_de_accidente, Resolución, Origen_de_reporte, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_la_Vialidad, Georreferencia, Nota
211-552-997-3340,2021,JUNIO,6/7/2021,Lunes,15:30:00,MÓVIL DE VEHICULO,SOLUCIONADO,LLAMADA AL 911,COLONIA,AZTECA,AVENIDA,AV. MORONES PRIETO,"25.6866951, -100.2475927",
211-241-870-2647,2021,MAYO,5/9/2021,Domingo,17:25:00,ALCANCE CON PROYECCIÓN,SOLUCIONADO,LLAMADA AL 911,COLONIA,RANCHO VIEJO,AVENIDA,AV. ELOY CAVAZOS,"25.6492964, -100.1884756",
211-553-727-3342,2021,JUNIO,6/7/2021,Lunes,17:02:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,TORRES DE LINDA VISTA,AVENIDA,AV. MIGUEL ALEMAN,"25.6941227, -100.2383738",
211-242-886-2648,2021,MAYO,5/9/2021,Domingo,19:01:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,CAMINO REAL,AVENIDA,AV. ELOY CAVAZOS,"25.658859, -100.2256078",
211-555-010-3346,2021,JUNIO,6/7/2021,Lunes,19:21:00,SALIDA DE CAMINO,SOLUCIONADO,LLAMADA AL 911,COLONIA,RIBERAS DE LA SILLA,BOULEVARD,BLV. MIGUEL DE LA MADRID,"25.6925752, -100.2337558",
211-244-471-2649,2021,MAYO,5/9/2021,Domingo,20:59:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,LOMAS DEL REY,CALLE,VILLAS DE BARCELONA,"25.6414165, -100.2039794",
211-555-138-3347,2021,JUNIO,6/7/2021,Lunes,19:43:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,ACAPULCO,AVENIDA,AV. ELOY CAVAZOS,"25.652455, -100.2016065",
211-245-133-2651,2021,MAYO,5/9/2021,Domingo,22:33:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,EDUARDO CABALLERO,CALLE,ROSENDO SALAZAR,"25.7284759, -100.1952263",
211-555-242-3348,2021,JUNIO,6/7/2021,Lunes,19:48:00,DIVERSO,SOLUCIONADO,LLAMADA AL 911,COLONIA,21 DE ENERO,CALLE,SAN SEBASTIAN,"25.6844799, -100.222471",
211-249-857-2657,2021,MAYO,5/10/2021,Lunes,9:27:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,SAN SEBASTIAN,AVENIDA,AV. PABLO LIVAS,"25.668891, -100.2046482",
211-560-016-3350,2021,JUNIO,6/8/2021,Martes,9:31:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,VALLE SOLEADO,AVENIDA,AV. RUIZ CORTINES,"25.7054407, -100.1692817",
211-251-459-2662,2021,MAYO,5/10/2021,Lunes,12:33:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,RINCÓN DE GUADALUPE,AVENIDA,AV. ISRAEL CAVAZOS,"25.6492964, -100.1884756",
211-561-285-3351,2021,JUNIO,6/8/2021,Martes,11:07:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,LAS VILLAS,AVENIDA,AV. PABLO LIVAS,"25.6684757, -100.236531",
211-250-363-2663,2021,MAYO,5/10/2021,Lunes,14:05:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,ADOLFO PRIETO,CALLE,NEMESIO GARCIA NARANJO,"25.7038589, -100.2548435",
211-561-890-3354,2021,JUNIO,6/8/2021,Martes,12:41:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,CENTRO DE GUADALUPE,CALLE,CUAUHTEMOC,"25.6764984, -100.2622573",
211-253-246-2665,2021,MAYO,5/10/2021,Lunes,15:27:00,FRONTAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,ARBOLEDAS DEL ORIENTE,CALLE,JUAN ALVAREZ,"25.7259134, -100.1966657",
211-564-101-3361,2021,JUNIO,6/8/2021,Martes,16:16:00,DIVERSO,SOLUCIONADO,LLAMADA AL 911,COLONIA,EL RANCHITO 2,AVENIDA,AV. ISRAEL CAVAZOS,"25.6925752, -100.2337558",
211-253-509-2666,2021,MAYO,5/10/2021,Lunes,15:47:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,ZITOON GUADALUPE,CALLE,JUAREZ,"25.6786444, -100.2405402",
211-564-222-3363,2021,JUNIO,6/8/2021,Martes,16:36:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,LOS SAUCES,CALLE,CAPITAN EMILIO CARRANZA,"25.657583, -100.2384022",
211-261-515-2684,2021,MAYO,5/11/2021,Martes,9:34:00,DIVERSO,SOLUCIONADO,LLAMADA AL 911,COLONIA,LOS LERMAS,AVENIDA,AV. BENITO JUAREZ,"25.6749521, -100.2016121",
211-564-429-3366,2021,JUNIO,6/8/2021,Martes,16:59:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,LIBERTAD,BOULEVARD,BLV. MIGUEL DE LA MADRID,"25.6925752, -100.2337558",
211-261-996-2685,2021,MAYO,5/11/2021,Martes,10:53:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,RIBERAS DEL RIO,CALLE,PLUTARCO E. CALLES,"25.6841002, -100.2222282",
211-565-628-3370,2021,JUNIO,6/8/2021,Martes,18:59:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,VALLE DE LAS SABINAS,CALLE,PLUTARCO E. CALLES,"25.6858388, -100.199099",
211-262-634-2687,2021,MAYO,5/11/2021,Martes,12:30:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,LA PURISIMA,CALLE,CALLE UNO,"25.7056399, -100.2333773",
211-565-950-3373,2021,JUNIO,6/8/2021,Martes,19:35:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,NUEVO MILENIO,AVENIDA,AV. RUIZ CORTINES,"25.7071492, -100.2009126",
211-265-025-2690,2021,MAYO,5/11/2021,Martes,16:56:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,PARAISO,AVENIDA,AV.MORONES PRIETO,"25.6730147, -100.2750455",
211-569-329-3378,2021,JUNIO,6/9/2021,Miércoles,1:00:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,DOS RIOS,CALLE,RIO PAPALOAPAN,"25.6782262, -100.1606316",
211-266-400-2693,2021,MAYO,5/11/2021,Martes,19:20:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,JOSEFA ZOZAYA,CALLE,PANAMÁ,"25.7268384, -100.1920384",
211-571-299-3383,2021,JUNIO,6/9/2021,Miércoles,9:14:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,RES. LAS QUINTAS,CALLE,SAN SEBASTIAN,"25.6893849, -100.2122514",
211-267-234-2695,2021,MAYO,5/11/2021,Martes,20:54:00,DIVERSO,SOLUCIONADO,LLAMADA AL 911,COLONIA,SANTA CRUZ,CALLE,CARRETERA REYNOSA,"25.6630115, -100.1515805",
211-572-318-3386,2021,JUNIO,6/9/2021,Miércoles,11:36:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,CENTRO DE GUADALUPE,CALLE,CUAUHTEMOC,"25.6764984, -100.2622573",
211-267-686-2696,2021,MAYO,5/11/2021,Martes,21:54:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,VALLES DE LAS SABINAS,CALLE,PLUTARCO E. CALLES,"25.6866215, -100.1945951",
211-573-756-3390,2021,JUNIO,6/9/2021,Miércoles,14:53:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,LA HACIENDA,AVENIDA,AV. BENITO JUAREZ,"25.6745332, -100.2442333",
211-268-811-2698,2021,MAYO,5/11/2021,Martes,23:26:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,VICENTE GUERRERO,AVENIDA,AV.MORONES PRIETO,"25.6915114, -100.2297082",
211-575-763-3395,2021,JUNIO,6/9/2021,Miércoles,18:09:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,JARDINES DE SAN RAFAEL,CALLE,CALLE NUEVA,"25.6978423, -100.2170793",
211-269-479-2702,2021,MAYO,5/12/2021,Miércoles,0:48:00,DIVERSO,SOLUCIONADO,LLAMADA AL 911,COLONIA,SANTA CRUZ,CALLE,CARRETERA REYNOSA,"25.6630115, -100.1515805",
211-575-864-3396,2021,JUNIO,6/9/2021,Miércoles,18:19:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,SANTA CRUZ,CALLE,SANTA CRUZ,"25.6667568, -100.160989",
211-271-302-2707,2021,MAYO,5/12/2021,Miércoles,8:31:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,EL SABINO,AVENIDA,AV. BENITO JUAREZ,"25.6777442, -100.2310591",
211-575-974-3399,2021,JUNIO,6/9/2021,Miércoles,18:59:00,ALCANCE CON PROYECCIÓN,SOLUCIONADO,LLAMADA AL 911,COLONIA,CENTRO DE GUADALUPE,AVENIDA,AV. BENITO JUAREZ,"25.6764984, -100.2622573",
211-272-945-2712,2021,MAYO,5/12/2021,Miércoles,12:55:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,2 DE MAYO,AVENIDA,AV. PABLO LIVAS,"25.6655066, -100.2140266",
211-575-777-3401,2021,JUNIO,6/9/2021,Miércoles,18:13:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,TORRES DE LINDA VISTA,AVENIDA,AV. MIGUEL ALEMAN,"25.6939425, -100.2392333",
211-273-061-2714,2021,MAYO,5/12/2021,Miércoles,13:17:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,PASEO,CALLE,VAQUERIAS,"25.6534876, -100.1594083",
211-577-500-3403,2021,JUNIO,6/9/2021,Miércoles,21:06:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,BALCONES DE SAN MIGUEL,CALLE,BALCONES DE SAN MIGUEL,"25.7185526, -100.1850338",
211-273-55-2716,2021,MAYO,5/12/2021,Miércoles,14:27:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,CENTRO DE GUADALUPE,CALLE,JUAREZ,"25.6764984, -100.2622573",
211-578-035-3404,2021,JUNIO,6/9/2021,Miércoles,0:00:00,ALCANCE CON PROYECCIÓN,SOLUCIONADO,LLAMADA AL 911,COLONIA,BOSQUES DEL ORIENTE,AVENIDA,AV. MIGUEL ALEMAN,"25.7104642, -100.2213031",
211-278-387-2719,2021,MAYO,5/12/2021,Miércoles,23:39:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,SAN RAFAEL,BOULEVARD,BLV. MIGUEL DE LA MADRID,"25.6451748, -100.2119354",
211-578-139-3406,2021,JUNIO,6/9/2021,Miércoles,22:22:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,ROBLE DE SANTA MARIA,AVENIDA,AV. ISRAEL CAVAZOS,"25.6579278, -100.1812548",
211-279-219-2720,2021,MAYO,5/13/2021,Jueves,3:11:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,AZTECA,CALLE,APACHE,"25.6843365, -100.2436287",
211-577-487-3409,2021,JUNIO,6/9/2021,Miércoles,22:22:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,TACUBAYA,CALLE,EVOLUCIÓN,"25.6713318, -100.2023071",
211-279-752-2723,2021,MAYO,5/13/2021,Jueves,6:54:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,FOMERREY 20,AVENIDA,AV. ELOY CAVAZOS,"25.6543694, -100.2086467",
211-582-227-3412,2021,JUNIO,6/10/2021,Jueves,9:48:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,CERRO AZUL,CALLE,CARRETERA REYNOSA,"25.6663747, -100.1744512",
200-112-797-2724,2021,MAYO,5/13/2021,Jueves,0:00:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,ZOZAYA,AVENIDA,AV. ACAPULCO,"25.7232697, -100.189889",
211-582-072-3413,2021,JUNIO,6/10/2021,Jueves,9:24:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,JARDINES DEL RIO,BOULEVARD,BLV. MIGUEL DE LA MADRID,"25.6925752, -100.2337558",
211-279-912-2725,2021,MAYO,5/13/2021,Jueves,7:51:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,VALLE SOLEADO,AVENIDA,AV. RUIZ CORTINEZ,"25.7055162, -100.1641761",
211-582-165-3414,2021,JUNIO,6/10/2021,Jueves,9:53:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,VALLES DEL SOL,CALLE,DEL VERDON,"25.6554472, -100.1668242",
211-280-214-2727,2021,MAYO,5/13/2021,Jueves,9:07:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,CERRO AZUL,AVENIDA,AV. BENITO JUAREZ,"25.636309, -100.1491724",
211-582-377-3415,2021,JUNIO,6/10/2021,Jueves,10:15:00,REVERSA,SOLUCIONADO,LLAMADA AL 911,COLONIA,GUERRA,AVENIDA,AV. BENITO JUAREZ,"25.679758, -100.2504122",
211-280-291-2729,2021,MAYO,5/13/2021,Jueves,9:32:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,CONTRY,CALLE,PASEO DE LAS AMÉRICAS,"25.6577394, -100.2615206",
211-582-712-3416,2021,JUNIO,6/10/2021,Jueves,10:52:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,VICENTE GUERRERO,CALLE,LAZARO CARDENAS,"25.6914146, -100.229707",
211-280-334-2730,2021,MAYO,5/13/2021,Jueves,9:50:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,CAÑADA BLANCA,CALLE,ESTADO ZACATECAS,"25.7256574, -100.188671",
211-582-418-3419,2021,JUNIO,6/10/2021,Jueves,11:16:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,LOS LERMAS,CALLE,CALLE CENTRAL,"25.6804435, -100.2511965",
211-289-206-2743,2021,MAYO,5/14/2021,Viernes,9:05:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,TORRES DE LINDA VISTA,AVENIDA,AV. MIGUEL ALEMAN,"25.6928874, -100.2398163",
211-584-071-3422,2021,JUNIO,6/10/2021,Jueves,13:58:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,LA FUENTE,CALLE,OLMECA,"25.6786244, -100.2370494",
211-291-710-2751,2021,MAYO,5/14/2021,Viernes,15:09:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,CENTRO DE GUADALUPE,CALLE,TRIUNFO DE LA REPÚBLICA,"25.6764984, -100.2622573",
211-586-949-3429,2021,JUNIO,6/10/2021,Jueves,19:13:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,VIVIENDA POPULAR,AVENIDA,AV. ELOY CAVAZOS,"25.6609049, -100.2344271",
211-292-876-2754,2021,MAYO,5/14/2021,Viernes,17:02:00,ALCANCE CON PROYECCIÓN,SOLUCIONADO,LLAMADA AL 911,FRACCIONAMIENTO,FRACC. AZTECA,AVENIDA,AV. AZTECA,"25.688614, -100.241005",
211-586-818-3430,2021,JUNIO,6/10/2021,Jueves,18:55:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,LA LUZ,CALLE,ANTONIO PLAZA,"25.7053201, -100.2410389",
211-293-619-2755,2021,MAYO,5/14/2021,Viernes,18:39:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,VICENTE GUERRERO,CALLE,LAZARO CARDENAS,"25.6895104, -100.229444",
211-587-560-3432,2021,JUNIO,6/10/2021,Jueves,20:13:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,VIVIENDA POPULAR,AVENIDA,AV. PABLO LIVAS,"25.6687571, -100.2328688",
211-296-741-2762,2021,MAYO,5/15/2021,Sábado,0:22:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,JARDINES DE SAN RAFAEL,AVENIDA,AV. MIGUEL ALEMAN,"25.69785, -100.219362",
211-589-9092-3436,2021,JUNIO,6/11/2021,Viernes,0:00:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,ESMERALDA,AVENIDA,AV. BENITO JUAREZ,"25.6793767, -100.2671955",
211-300-455-2768,2021,MAYO,5/15/2021,Sábado,11:23:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,CENTRO DE GUADALUPE,AVENIDA,AV. BENITO JUAREZ,"25.6764984, -100.2622573",
211-591-179-3437,2021,JUNIO,6/11/2021,Viernes,2:18:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,TACUBAYA,AVENIDA,AV. PABLO LIVAS,"25.6637286, -100.2041262",
211-300-003-2769,2021,MAYO,5/15/2021,Sábado,10:10:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,LA HERRADURA,AVENIDA,AV. ELOY CAVAZOS,"25.6631606, -100.2612457",
211-592-388-3444,2021,JUNIO,6/11/2021,Viernes,8:38:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,VISTA SOL,AVENIDA,AV. MIGUEL ALEMAN,"25.7025905, -100.2254203",
211-299-998-2771,2021,MAYO,5/15/2021,Sábado,10:05:00,ALCANCE CON PROYECCIÓN,SOLUCIONADO,LLAMADA AL 911,COLONIA,2 DE MAYO,AVENIDA,AV. ELOY CAVAZOS,"25.6581558, -100.2116545",
211-592-946-3448,2021,JUNIO,6/11/2021,Viernes,10:00:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,RIBERAS DE LINDA VISTA,CALLE,SAN RAFAEL,"25.6936371, -100.2300533",
211-301-074-2772,2021,MAYO,5/15/2021,Sábado,12:39:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,VIVIENDA POPULAR,AVENIDA,AV. ELOY CAVAZOS,"25.6602092, -100.2323235",
211-594-597-3451,2021,JUNIO,6/11/2021,Viernes,13:30:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,RINCÓN DE GUADALUPE,AVENIDA,AV. PABLO LIVAS,"25.65567, -100.1831041",
211-301-305-2773,2021,MAYO,5/15/2021,Sábado,13:12:00,FRONTAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,PEDREGAL DE LINDA VISTA,CALLE,SAN PEDRO,"25.7145394, -100.2056991",
211-596-274-3456,2021,JUNIO,6/11/2021,Viernes,16:54:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,LIBERTAD,BOULEVARD,BLV. MIGUEL DE LA MADRID,"25.6874797, -100.2523015",
211-301-854-2775,2021,MAYO,5/15/2021,Sábado,14:15:00,FRONTAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,RINCÓN DE GUADALUPE,AVENIDA,AV. ELOY CAVAZOS,"25.6492964, -100.1884756",
211-596-745-3457,2021,JUNIO,6/11/2021,Viernes,17:39:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,CENTRO DE GUADALUPE,CALLE,HIDALGO,"25.6764984, -100.2622573",
211-302-239-2777,2021,MAYO,5/15/2021,Sábado,15:06:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,SAN RAFAEL,CALLE,SAN RAFAEL,"25.6951083, -100.2182969",
211-600-501-3465,2021,JUNIO,6/12/2021,Sábado,0:12:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,RINCÓN DE LA SIERRA,AVENIDA,AV. ISRAEL CAVAZOS,"25.6379017, -100.1980132",
211-303-305-2782,2021,MAYO,5/15/2021,Sábado,17:33:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,FOMERREY 18,CALLE,CUERNAVACA,"25.6960733, -100.2059724",
211-602-425-3467,2021,JUNIO,6/12/2021,Sábado,3:27:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,FRESNOS LA SILLA,CALLE,NUEVO LEÓN,"25.6623825, -100.2353815",
211-303-637-2783,2021,MAYO,5/15/2021,Sábado,17:31:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,VILLA DE SAN MIGUEL,AVENIDA,AV. LOPEZ MATEOS,"25.703142, -100.2148782",
211-004-334-3470,2021,JUNIO,6/12/2021,Sábado,9:53:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,LINDA VISTA,AVENIDA,AV. MIGUEL ALEMAN,"25.6877485, -100.2618337",
211-303-543-2785,2021,MAYO,5/15/2021,Sábado,17:12:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,2 DE MAYO,AVENIDA,AV. ELOY CAVAZOS,"25.6581558, -100.2116545",
211-604-847-3471,2021,JUNIO,6/12/2021,Sábado,10:53:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,SIERRA MORENA,CALLE,ACUEDCUTO,"25.6406783, -100.177534",
211-304-770-2787,2021,MAYO,5/15/2021,Sábado,19:11:00,ALCANCE CON PROYECCIÓN,SOLUCIONADO,LLAMADA AL 911,COLONIA,RINCÓN DE GUADALUPE,AVENIDA,AV. PABLO LIVAS,"25.65567, -100.1831041",
211-606-599-3477,2021,JUNIO,6/12/2021,Sábado,14:24:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,TOLTECA,AVENIDA,AV. ELOY CAVAZOS,"25.647569, -100.1823739",
211-306-712-2789,2021,MAYO,5/15/2021,Sábado,22:06:00,VOLCADURA,SOLUCIONADO,LLAMADA AL 911,COLONIA,20 DE NOVIEMBRE,AVENIDA,AV. PABLO LIVAS,"25.665297, -100.2121726",
211-606-778-3479,2021,JUNIO,6/12/2021,Sábado,14:52:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,EL RANCHITO,BOULEVARD,BLV. MIGUEL DE LA MADRID,"25.6925752, -100.2337558",
211-312-620-2794,2021,MAYO,5/16/2021,Domingo,8:10:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,RIBERAS DEL RIO,CALLE,DEL RIO,"25.6808766, -100.2214641",
211-607-112-3482,2021,JUNIO,6/12/2021,Sábado,15:31:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,VALLES DE GUADALUPE,AVENIDA,AV. ISRAEL CAVAZOS,"25.6426883, -100.1936736",
211-313-394-2795,2021,MAYO,5/16/2021,Domingo,10:40:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,RES. AZTECA,CALLE,IZTACALCO,"25.6868162, -100.2360173",
211-607-502-3484,2021,JUNIO,6/12/2021,Sábado,16:24:00,ATROPELLO,SOLUCIONADO,LLAMADA AL 911,COLONIA,CUESTA VERDE,AVENIDA,AV. ELOY CAVAZOS,"25.6550271, -100.2119675",
211-316-881-2801,2021,MAYO,5/16/2021,Domingo,18:02:00,DIVERSO,SOLUCIONADO,LLAMADA AL 911,COLONIA,CERRO AZUL,AVENIDA,AV. ISRAEL CAVAZOS,"25.6663747, -100.1744512",
211-608-914-3490,2021,JUNIO,6/12/2021,Sábado,18:53:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,INSURGENTES,AVENIDA,AV. PABLO LIVAS,"25.6657028, -100.2139846",
211-317-687-2803,2021,MAYO,5/16/2021,Domingo,19:43:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,CENTRO DE GUADALUPE,AVENIDA,AV. BENITO JUAREZ,"25.6764984, -100.2622573",
211-614-177-3493,2021,JUNIO,6/13/2021,Domingo,2:51:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,VALLE DEL SOL,CALLE,DEL BOSQUE,"25.6555895, -100.1656545",
211-318-576-2804,2021,MAYO,5/16/2021,Domingo,20:57:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,S.C.O.P,AVENIDA,AV. ELOY CAVAZOS,"25.6523377, -100.2005353",
211-615-404-3495,2021,JUNIO,6/13/2021,Domingo,6:11:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,AZTECA,AVENIDA,AV. AZTECA,"25.688614, -100.241005",
211-324-296-2811,2021,MAYO,5/17/2021,Lunes,11:16:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,TORRES DE LINDA VISTA,BOULEVARD,BLV. MIGUEL DE LA MADRID,"25.6912612, -100.2403411",
211-616-483-3496,2021,JUNIO,6/13/2021,Domingo,7:59:00,ESTRELLAMIENTO,SOLUCIONADO,LLAMADA AL 911,COLONIA,TORRES DE LINDA VISTA,CALLE,PUENTE MIGUEL ALEMAN,"25.6912612, -100.2403411",
211-324-342-2812,2021,MAYO,5/17/2021,Lunes,11:22:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,13 DE MAYO,CALLE,13 DE MAYO,"25.6665957, -100.2212011",
211-617-376-3497,2021,JUNIO,6/13/2021,Domingo,10:30:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,RES. CERRO DE LA SILLA,CALLE,JOSÉ MA. ARTEAGA,"25.6698654, -100.2670758",
211-324-567-2814,2021,MAYO,5/17/2021,Lunes,11:57:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,CENTRO DE GUADALUPE,AVENIDA,AV. BENITO JUAREZ,"25.6764984, -100.2622573",
211-618-260-3498,2021,JUNIO,6/13/2021,Domingo,12:13:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,CENTRO DE GUADALUPE,CALLE,MIGUEL HIDALGO Y COSTILLA,"25.6764984, -100.2622573",
211-327-798-2821,2021,MAYO,5/17/2021,Lunes,18:07:00,CAIDA DE PERSONA,SOLUCIONADO,LLAMADA AL 911,COLONIA,VALLE DE LA SILLA,AVENIDA,AV. ELOY CAVAZOS,"25.6555371, -100.2138249",
211-624-305-3514,2021,JUNIO,6/13/2021,Domingo,22:57:00,LATERAL CON PROYECCIÓN,SOLUCIONADO,LLAMADA AL 911,COLONIA,VALLE SOLEADO,AVENIDA,AV. RUIZ CORTINES,"25.7054455, -100.1667527",
211-328-161-2824,2021,MAYO,5/17/2021,Lunes,18:31:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,ARBOLEDAS DE CORREGIDORA,AVENIDA,AV. MIGUEL ALEMAN,"25.6875578, -100.2619438",
211-628-667-3522,2021,JUNIO,6/14/2021,Lunes,9:44:00,CRUCERO,SOLUCIONADO,LLAMADA AL 911,COLONIA,GUERRA,AVENIDA,AV. BENITO JUAREZ,"25.679758, -100.2504122",
211-328-309-2825,2021,MAYO,5/17/2021,Lunes,18:48:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,INF. LA JOYA,CALLE,RIO SANTA CATARINA,"25.6847359, -100.2134061",
211-628-834-3524,2021,JUNIO,6/14/2021,Lunes,10:08:00,ALCANCE,SOLUCIONADO,LLAMADA AL 911,COLONIA,VIVIENDA POPULAR,AVENIDA,AV. ELOY CAVAZOS,"25.6602092, -100.2323235",
211-330-528-2827,2021,MAYO,5/17/2021,Lunes,21:40:00,LATERAL,SOLUCIONADO,LLAMADA AL 911,COLONIA,VILLAS DE SAN MIGUEL,CALLE,DEL GAVILLERO,"25.7102985, -100.2176602",
